ID_TEMPO,ID_TAR,ID_LUOGO_CHIAMANTE,ID_LUOGO_CHIAMATO,PREZZO,CHIAMATE
3,5,874,754,66130,96
3,5,875,755,66130,96
3,5,876,756,66130,96
3,5,877,757,66130,96
3,5,878,758,66130,96
3,5,879,759,66130,96
3,5,880,760,66130,96
3,5,881,761,66130,96
3,5,882,762,66130,96
3,5,883,763,66130,96
3,5,884,764,66130,96
3,5,885,765,66130,96
3,5,886,766,66130,96
3,5,887,767,66130,96
3,5,888,768,66130,96
3,5,889,769,66130,96
3,5,890,770,66130,96
3,5,891,771,66130,96
3,5,892,772,66130,96
3,5,893,773,66130,96
3,5,894,774,66130,96
3,5,895,775,66130,96
3,5,896,776,66130,96
3,5,897,777,66130,96
3,5,898,778,66130,96
3,5,899,779,66130,96
3,5,900,780,66130,96
3,5,901,781,66130,96
3,5,902,782,66130,96
3,5,903,783,66130,96
3,5,904,784,66130,96
3,5,905,785,66130,96
3,5,906,786,66130,96
3,5,907,787,66130,96
3,5,908,788,66130,96
3,5,909,789,66130,96
3,5,910,790,66130,96
3,5,911,791,66130,96
3,5,912,792,66130,96
3,5,913,793,66130,96
3,5,914,794,66130,96
4,1,865,745,12240,36
4,1,866,746,12240,36
4,1,867,747,12240,36
4,1,868,748,12240,36
4,1,869,749,12240,36
4,1,870,750,12240,36
4,1,871,751,12240,36
4,1,872,752,12240,36
4,1,873,753,12240,36
4,1,874,754,12240,36
4,1,875,755,12240,36
4,1,876,756,12240,36
4,1,877,757,12240,36
4,1,878,758,12240,36
4,1,879,759,12240,36
4,1,880,760,12240,36
4,1,881,761,12240,36
4,1,882,762,12240,36
5,1,895,775,12240,36
5,1,896,776,12240,36
5,1,897,777,12240,36
5,1,898,778,12240,36
5,1,899,779,12240,36
5,1,900,780,12240,36
5,1,901,781,12240,36
5,1,902,782,12240,36
5,1,903,783,12240,36
5,1,904,784,12240,36
5,1,905,785,12240,36
5,1,906,786,12240,36
5,1,907,787,12240,36
5,1,908,788,12240,36
5,1,909,789,12240,36
5,1,910,790,12240,36
5,1,911,791,12240,36
5,1,912,792,12240,36
5,1,913,793,12240,36
5,1,914,794,12240,36
5,2,865,745,41400,36
5,2,866,746,41400,36
5,2,867,747,41400,36
5,2,868,748,41400,36
5,2,869,749,41400,36
5,2,870,750,41400,36
5,2,871,751,41400,36
5,2,872,752,41400,36
5,2,873,753,41400,36
5,2,874,754,41400,36
5,2,875,755,41400,36
5,2,876,756,41400,36
5,2,877,757,41400,36
5,2,878,758,41400,36
5,2,879,759,41400,36
5,2,880,760,41400,36
5,2,881,761,41400,36
5,2,882,762,41400,36
5,2,883,763,41400,36
5,2,884,764,41400,36
5,2,885,765,41400,36
5,2,886,766,41400,36
5,2,887,767,41400,36
5,2,888,768,41400,36
5,2,889,769,41400,36
5,2,890,770,41400,36
5,2,891,771,41400,36
5,2,892,772,41400,36
5,2,893,773,41400,36
5,2,894,774,41400,36
5,2,895,775,41400,36
5,2,896,776,41400,36
5,2,897,777,41400,36
5,2,898,778,41400,36
5,2,899,779,41400,36
5,2,900,780,41400,36
5,2,901,781,41400,36
5,2,902,782,41400,36
5,2,903,783,41400,36
5,2,904,784,41400,36
5,2,905,785,41400,36
5,2,906,786,41400,36
5,2,907,787,41400,36
5,2,908,788,41400,36
5,2,909,789,41400,36
5,2,910,790,41400,36
5,2,911,791,41400,36
5,2,912,792,41400,36
5,2,913,793,41400,36
5,2,914,794,41400,36
5,3,865,745,822960,72
5,3,550,745,18360,36
5,3,866,746,822960,72
5,3,551,746,18360,36
5,3,867,747,822960,72
5,3,552,747,18360,36
5,3,868,748,822960,72
5,3,553,748,18360,36
5,3,869,749,822960,72
5,3,554,749,18360,36
5,3,870,750,822960,72
5,3,555,750,18360,36
5,3,871,751,822960,72
5,3,556,751,18360,36
5,3,872,752,822960,72
5,3,557,752,18360,36
5,3,873,753,822960,72
5,3,558,753,18360,36
5,3,874,754,822960,72
5,3,1137,754,18360,36
5,3,875,755,822960,72
5,3,876,756,822960,72
5,3,877,757,822960,72
5,3,878,758,822960,72
5,3,879,759,822960,72
5,3,880,760,822960,72
5,3,881,761,822960,72
5,3,882,762,822960,72
5,3,883,763,822960,72
5,3,884,764,822960,72
5,3,885,765,822960,72
5,3,886,766,822960,72
5,3,887,767,822960,72
5,3,888,768,822960,72
5,3,889,769,822960,72
5,3,890,770,822960,72
5,3,891,771,822960,72
5,3,892,772,822960,72
5,3,893,773,822960,72
5,3,894,774,822960,72
5,3,895,775,822960,72
5,3,896,776,822960,72
5,3,897,777,822960,72
5,3,898,778,822960,72
5,3,899,779,822960,72
5,3,900,780,822960,72
5,3,901,781,822960,72
5,3,902,782,822960,72
5,3,903,783,822960,72
5,3,904,784,822960,72
5,3,905,785,822960,72
5,3,906,786,822960,72
5,3,907,787,822960,72
5,3,908,788,822960,72
5,3,909,789,822960,72
5,3,910,790,822960,72
5,3,911,791,822960,72
5,3,912,792,822960,72
5,3,913,793,822960,72
5,3,914,794,822960,72
5,4,865,745,36036,36
5,4,866,746,36036,36
5,4,867,747,36036,36
5,4,868,748,36036,36
5,4,869,749,36036,36
5,4,870,750,36036,36
5,4,871,751,36036,36
5,4,872,752,36036,36
5,4,873,753,36036,36
5,4,874,754,36036,36
5,4,875,755,36036,36
5,4,876,756,36036,36
5,4,877,757,36036,36
5,4,878,758,36036,36
5,4,879,759,36036,36
5,4,880,760,36036,36
5,4,881,761,36036,36
5,4,882,762,36036,36
5,4,883,763,36036,36
5,4,884,764,36036,36
5,4,885,765,36036,36
5,4,886,766,36036,36
5,4,887,767,36036,36
5,4,888,768,36036,36
5,4,889,769,36036,36
5,4,890,770,36036,36
5,4,891,771,36036,36
5,4,892,772,36036,36
5,4,893,773,36036,36
5,4,894,774,36036,36
5,4,895,775,36036,36
5,4,896,776,36036,36
5,4,897,777,36036,36
5,4,898,778,36036,36
5,4,899,779,36036,36
5,4,900,780,36036,36
5,4,901,781,36036,36
5,4,902,782,36036,36
5,4,903,783,36036,36
5,4,904,784,36036,36
5,4,905,785,36036,36
5,4,906,786,36036,36
5,4,907,787,36036,36
5,4,908,788,36036,36
5,4,909,789,36036,36
5,4,910,790,36036,36
5,4,911,791,36036,36
5,4,912,792,36036,36
5,4,913,793,36036,36
5,4,914,794,36036,36
5,5,865,745,50400,72
5,5,866,746,50400,72
5,5,867,747,50400,72
5,5,868,748,50400,72
5,5,869,749,50400,72
5,5,870,750,50400,72
5,5,871,751,50400,72
5,5,872,752,50400,72
5,5,873,753,50400,72
5,5,874,754,50400,72
5,5,875,755,50400,72
5,5,876,756,50400,72
5,5,877,757,50400,72
5,5,878,758,50400,72
5,5,879,759,50400,72
5,5,880,760,50400,72
5,5,881,761,50400,72
5,5,882,762,50400,72
5,5,883,763,50400,72
5,5,884,764,50400,72
5,5,885,765,50400,72
5,5,886,766,50400,72
5,5,887,767,50400,72
5,5,888,768,50400,72
5,5,889,769,50400,72
5,5,890,770,50400,72
5,5,891,771,50400,72
5,5,892,772,50400,72
5,5,893,773,50400,72
5,5,894,774,50400,72
5,5,895,775,50400,72
5,5,896,776,50400,72
5,5,897,777,50400,72
5,5,898,778,50400,72
5,5,899,779,50400,72
5,5,900,780,50400,72
5,5,901,781,50400,72
5,5,902,782,50400,72
5,5,903,783,50400,72
5,5,904,784,50400,72
5,5,905,785,50400,72
5,5,906,786,50400,72
5,5,907,787,50400,72
5,5,908,788,50400,72
5,5,909,789,50400,72
5,5,910,790,50400,72
5,5,911,791,50400,72
5,5,912,792,50400,72
5,5,913,793,50400,72
5,5,914,794,50400,72
6,1,865,745,12240,36
6,1,866,746,12240,36
6,1,867,747,12240,36
6,1,868,748,12240,36
6,1,869,749,12240,36
6,1,870,750,12240,36
6,1,871,751,12240,36
6,1,872,752,12240,36
6,1,873,753,12240,36
6,1,874,754,12240,36
6,1,875,755,12240,36
6,1,876,756,12240,36
6,1,877,757,12240,36
6,1,878,758,12240,36
6,1,879,759,12240,36
6,1,880,760,12240,36
6,1,881,761,12240,36
6,1,882,762,12240,36
6,1,883,763,12240,36
6,1,884,764,12240,36
6,1,885,765,12240,36
6,1,886,766,12240,36
6,1,887,767,12240,36
6,1,888,768,12240,36
6,1,889,769,12240,36
6,1,890,770,12240,36
6,1,891,771,12240,36
6,1,892,772,12240,36
6,1,893,773,12240,36
6,1,894,774,12240,36
6,1,895,775,12240,36
6,1,896,776,12240,36
6,1,897,777,12240,36
6,1,898,778,12240,36
6,1,899,779,12240,36
6,1,900,780,12240,36
6,1,901,781,12240,36
6,1,902,782,12240,36
6,1,903,783,12240,36
6,1,904,784,12240,36
6,1,905,785,12240,36
6,1,906,786,12240,36
1,1,865,745,12240,36
1,1,530,745,800,8
1,1,866,746,12240,36
1,1,531,746,100,1
1,1,867,747,12240,36
1,1,532,747,100,1
1,1,868,748,12240,36
1,1,533,748,100,1
1,1,869,749,12240,36
1,1,534,749,100,1
1,1,870,750,12240,36
1,1,535,750,100,1
1,1,871,751,12240,36
1,1,536,751,100,1
1,1,872,752,12240,36
1,1,537,752,100,1
1,1,873,753,12240,36
1,1,538,753,100,1
1,1,874,754,12240,36
1,1,875,755,12240,36
1,1,876,756,12240,36
1,1,877,757,12240,36
1,1,878,758,12240,36
1,1,879,759,12240,36
1,1,880,760,12240,36
1,1,881,761,12240,36
1,1,882,762,12240,36
1,1,883,763,12240,36
1,1,884,764,12240,36
1,1,885,765,12240,36
1,1,886,766,12240,36
1,1,887,767,12240,36
1,1,888,768,12240,36
1,1,889,769,12240,36
1,1,890,770,12240,36
1,1,891,771,12240,36
1,1,892,772,12240,36
1,1,893,773,12240,36
1,1,894,774,12240,36
1,1,895,775,12240,36
1,1,896,776,12240,36
1,1,897,777,12240,36
1,1,898,778,12240,36
1,1,899,779,12240,36
1,1,900,780,12240,36
1,1,901,781,12240,36
1,1,902,782,12240,36
1,1,903,783,12240,36
1,1,904,784,12240,36
1,1,905,785,12240,36
1,1,906,786,12240,36
1,1,907,787,12240,36
1,1,908,788,12240,36
1,1,909,789,12240,36
1,1,910,790,12240,36
1,1,911,791,12240,36
1,1,912,792,12240,36
1,1,913,793,12240,36
1,1,914,794,12240,36
1,2,865,745,41400,36
1,2,866,746,41400,36
1,2,867,747,41400,36
1,2,868,748,41400,36
1,2,869,749,41400,36
1,2,870,750,41400,36
1,2,871,751,41400,36
1,2,872,752,41400,36
1,2,873,753,41400,36
1,2,874,754,41400,36
1,2,875,755,41400,36
1,2,876,756,41400,36
1,2,877,757,41400,36
1,2,878,758,41400,36
1,2,879,759,41400,36
1,2,880,760,41400,36
1,2,881,761,41400,36
1,2,882,762,41400,36
1,2,883,763,41400,36
1,2,884,764,41400,36
1,2,885,765,41400,36
1,2,886,766,41400,36
1,2,887,767,41400,36
1,2,888,768,41400,36
1,2,889,769,41400,36
1,2,890,770,41400,36
1,2,891,771,41400,36
1,2,892,772,41400,36
1,2,893,773,41400,36
1,2,894,774,41400,36
1,2,895,775,41400,36
1,2,896,776,41400,36
1,2,897,777,41400,36
1,2,898,778,41400,36
1,2,899,779,41400,36
1,2,900,780,41400,36
1,2,901,781,41400,36
1,2,902,782,41400,36
1,2,903,783,41400,36
1,2,904,784,41400,36
1,2,905,785,41400,36
1,2,906,786,41400,36
1,2,907,787,41400,36
1,2,908,788,41400,36
1,2,909,789,41400,36
1,2,910,790,41400,36
1,2,911,791,41400,36
1,2,912,792,41400,36
1,2,913,793,41400,36
1,2,914,794,41400,36
1,3,865,745,822960,72
1,3,550,745,18360,36
1,3,866,746,822960,72
1,3,551,746,18360,36
1,3,867,747,822960,72
1,3,552,747,18360,36
1,3,868,748,822960,72
1,3,553,748,18360,36
1,3,869,749,822960,72
1,3,554,749,18360,36
1,3,870,750,822960,72
1,3,555,750,18360,36
1,3,871,751,822960,72
1,3,556,751,18360,36
1,3,872,752,822960,72
1,3,557,752,18360,36
1,3,873,753,822960,72
1,3,558,753,18360,36
1,3,874,754,822960,72
1,3,1137,754,18360,36
1,3,875,755,822960,72
1,3,876,756,822960,72
1,3,877,757,822960,72
1,3,878,758,822960,72
1,3,879,759,822960,72
1,3,880,760,822960,72
1,3,881,761,822960,72
1,3,882,762,822960,72
1,3,883,763,822960,72
1,3,884,764,822960,72
1,3,885,765,822960,72
1,3,886,766,822960,72
1,3,887,767,822960,72
1,3,888,768,822960,72
1,3,889,769,822960,72
1,3,890,770,822960,72
1,3,891,771,822960,72
1,3,892,772,822960,72
1,3,893,773,822960,72
1,3,894,774,822960,72
1,3,895,775,822960,72
1,3,896,776,822960,72
1,3,897,777,822960,72
1,3,898,778,822960,72
1,3,899,779,822960,72
1,3,900,780,822960,72
1,3,901,781,822960,72
1,3,902,782,822960,72
1,3,903,783,822960,72
1,3,904,784,822960,72
1,3,905,785,822960,72
1,3,906,786,822960,72
1,3,907,787,822960,72
1,3,908,788,822960,72
1,3,909,789,822960,72
1,3,910,790,822960,72
1,3,911,791,822960,72
1,3,912,792,822960,72
1,3,913,793,822960,72
1,3,914,794,822960,72
1,4,865,745,36036,36
1,4,866,746,36036,36
1,4,867,747,36036,36
1,4,868,748,36036,36
1,4,869,749,36036,36
1,4,870,750,36036,36
1,4,871,751,36036,36
1,4,872,752,36036,36
1,4,873,753,36036,36
1,4,874,754,36036,36
1,4,875,755,36036,36
1,4,876,756,36036,36
1,4,877,757,36036,36
1,4,878,758,36036,36
1,4,879,759,36036,36
1,4,880,760,36036,36
1,4,881,761,36036,36
1,4,882,762,36036,36
1,4,883,763,36036,36
1,4,884,764,36036,36
1,4,885,765,36036,36
1,4,886,766,36036,36
1,4,887,767,36036,36
1,4,888,768,36036,36
1,4,889,769,36036,36
1,4,890,770,36036,36
1,4,891,771,36036,36
1,4,892,772,36036,36
1,4,893,773,36036,36
1,4,894,774,36036,36
1,4,895,775,36036,36
1,4,896,776,36036,36
1,4,897,777,36036,36
1,4,898,778,36036,36
1,4,899,779,36036,36
1,4,900,780,36036,36
1,4,901,781,36036,36
1,4,902,782,36036,36
1,4,903,783,36036,36
1,4,904,784,36036,36
1,4,905,785,36036,36
1,4,906,786,36036,36
1,4,907,787,36036,36
1,4,908,788,36036,36
1,4,909,789,36036,36
1,4,910,790,36036,36
1,4,911,791,36036,36
1,4,912,792,36036,36
1,4,913,793,36036,36
1,4,914,794,36036,36
1,5,865,745,50400,72
1,5,866,746,50400,72
1,5,867,747,50400,72
1,5,868,748,50400,72
1,5,869,749,50400,72
1,5,870,750,50400,72
1,5,871,751,50400,72
1,5,872,752,50400,72
1,5,873,753,50400,72
1,5,874,754,50400,72
1,5,875,755,50400,72
1,5,876,756,50400,72
1,5,877,757,50400,72
1,5,878,758,50400,72
1,5,879,759,50400,72
1,5,880,760,50400,72
1,5,881,761,50400,72
1,5,882,762,50400,72
1,5,883,763,50400,72
1,5,884,764,50400,72
1,5,885,765,50400,72
1,5,886,766,50400,72
1,5,887,767,50400,72
1,5,888,768,50400,72
1,5,889,769,50400,72
1,5,890,770,50400,72
1,5,891,771,50400,72
1,5,892,772,50400,72
1,5,893,773,50400,72
1,5,894,774,50400,72
1,5,895,775,50400,72
1,5,896,776,50400,72
1,5,897,777,50400,72
1,5,898,778,50400,72
1,5,899,779,50400,72
1,5,900,780,50400,72
1,5,901,781,50400,72
1,5,902,782,50400,72
1,5,903,783,50400,72
1,5,904,784,50400,72
1,5,905,785,50400,72
1,5,906,786,50400,72
1,5,907,787,50400,72
1,5,908,788,50400,72
1,5,909,789,50400,72
1,5,910,790,50400,72
1,5,911,791,50400,72
1,5,912,792,50400,72
1,5,913,793,50400,72
1,5,914,794,50400,72
2,1,865,745,15250,48
2,1,866,746,15250,48
2,1,867,747,15250,48
2,1,868,748,15250,48
4,1,883,763,12240,36
4,1,884,764,12240,36
4,1,885,765,12240,36
4,1,886,766,12240,36
4,1,887,767,12240,36
4,1,888,768,12240,36
4,1,889,769,12240,36
4,1,890,770,12240,36
4,1,891,771,12240,36
4,1,892,772,12240,36
4,1,893,773,12240,36
4,1,894,774,12240,36
4,1,895,775,12240,36
4,1,896,776,12240,36
4,1,897,777,12240,36
4,1,898,778,12240,36
4,1,899,779,12240,36
4,1,900,780,12240,36
4,1,901,781,12240,36
4,1,902,782,12240,36
4,1,903,783,12240,36
4,1,904,784,12240,36
4,1,905,785,12240,36
4,1,906,786,12240,36
4,1,907,787,12240,36
4,1,908,788,12240,36
4,1,909,789,12240,36
4,1,910,790,12240,36
4,1,911,791,12240,36
4,1,912,792,12240,36
4,1,913,793,12240,36
4,1,914,794,12240,36
4,2,865,745,41400,36
4,2,866,746,41400,36
4,2,867,747,41400,36
4,2,868,748,41400,36
4,2,869,749,41400,36
4,2,870,750,41400,36
4,2,871,751,41400,36
4,2,872,752,41400,36
4,2,873,753,41400,36
4,2,874,754,41400,36
4,2,875,755,41400,36
4,2,876,756,41400,36
4,2,877,757,41400,36
4,2,878,758,41400,36
4,2,879,759,41400,36
4,2,880,760,41400,36
4,2,881,761,41400,36
4,2,882,762,41400,36
4,2,883,763,41400,36
4,2,884,764,41400,36
4,2,885,765,41400,36
4,2,886,766,41400,36
4,2,887,767,41400,36
4,2,888,768,41400,36
4,2,889,769,41400,36
4,2,890,770,41400,36
4,2,891,771,41400,36
4,2,892,772,41400,36
4,2,893,773,41400,36
4,2,894,774,41400,36
4,2,895,775,41400,36
4,2,896,776,41400,36
4,2,897,777,41400,36
4,2,898,778,41400,36
4,2,899,779,41400,36
4,2,900,780,41400,36
4,2,901,781,41400,36
4,2,902,782,41400,36
4,2,903,783,41400,36
4,2,904,784,41400,36
4,2,905,785,41400,36
4,2,906,786,41400,36
4,2,907,787,41400,36
4,2,908,788,41400,36
4,2,909,789,41400,36
4,2,910,790,41400,36
4,2,911,791,41400,36
4,2,912,792,41400,36
4,2,913,793,41400,36
4,2,914,794,41400,36
4,3,865,745,822960,72
4,3,550,745,18360,36
4,3,866,746,822960,72
4,3,551,746,18360,36
4,3,867,747,822960,72
4,3,552,747,18360,36
4,3,868,748,822960,72
4,3,553,748,18360,36
4,3,869,749,822960,72
4,3,554,749,18360,36
4,3,870,750,822960,72
4,3,555,750,18360,36
4,3,871,751,822960,72
4,3,556,751,18360,36
4,3,872,752,822960,72
4,3,557,752,18360,36
4,3,873,753,822960,72
4,3,558,753,18360,36
4,3,874,754,822960,72
4,3,1137,754,18360,36
4,3,875,755,822960,72
4,3,876,756,822960,72
4,3,877,757,822960,72
4,3,878,758,822960,72
4,3,879,759,822960,72
4,3,880,760,822960,72
4,3,881,761,822960,72
4,3,882,762,822960,72
4,3,883,763,822960,72
4,3,884,764,822960,72
4,3,885,765,822960,72
4,3,886,766,822960,72
4,3,887,767,822960,72
4,3,888,768,822960,72
4,3,889,769,822960,72
4,3,890,770,822960,72
4,3,891,771,822960,72
4,3,892,772,822960,72
4,3,893,773,822960,72
4,3,894,774,822960,72
4,3,895,775,822960,72
4,3,896,776,822960,72
4,3,897,777,822960,72
4,3,898,778,822960,72
4,3,899,779,822960,72
4,3,900,780,822960,72
4,3,901,781,822960,72
4,3,902,782,822960,72
4,3,903,783,822960,72
4,3,904,784,822960,72
4,3,905,785,822960,72
4,3,906,786,822960,72
4,3,907,787,822960,72
4,3,908,788,822960,72
4,3,909,789,822960,72
4,3,910,790,822960,72
4,3,911,791,822960,72
4,3,912,792,822960,72
4,3,913,793,822960,72
4,3,914,794,822960,72
4,4,865,745,36036,36
4,4,866,746,36036,36
4,4,867,747,36036,36
4,4,868,748,36036,36
4,4,869,749,36036,36
4,4,870,750,36036,36
4,4,871,751,36036,36
4,4,872,752,36036,36
4,4,873,753,36036,36
4,4,874,754,36036,36
4,4,875,755,36036,36
4,4,876,756,36036,36
4,4,877,757,36036,36
4,4,878,758,36036,36
4,4,879,759,36036,36
4,4,880,760,36036,36
4,4,881,761,36036,36
4,4,882,762,36036,36
4,4,883,763,36036,36
4,4,884,764,36036,36
4,4,885,765,36036,36
4,4,886,766,36036,36
4,4,887,767,36036,36
4,4,888,768,36036,36
4,4,889,769,36036,36
4,4,890,770,36036,36
4,4,891,771,36036,36
4,4,892,772,36036,36
4,4,893,773,36036,36
4,4,894,774,36036,36
4,4,895,775,36036,36
4,4,896,776,36036,36
4,4,897,777,36036,36
4,4,898,778,36036,36
4,4,899,779,36036,36
4,4,900,780,36036,36
4,4,901,781,36036,36
4,4,902,782,36036,36
4,4,903,783,36036,36
4,4,904,784,36036,36
4,4,905,785,36036,36
4,4,906,786,36036,36
4,4,907,787,36036,36
4,4,908,788,36036,36
4,4,909,789,36036,36
4,4,910,790,36036,36
4,4,911,791,36036,36
4,4,912,792,36036,36
4,4,913,793,36036,36
4,4,914,794,36036,36
4,5,865,745,50400,72
4,5,866,746,50400,72
4,5,867,747,50400,72
4,5,868,748,50400,72
4,5,869,749,50400,72
4,5,870,750,50400,72
4,5,871,751,50400,72
4,5,872,752,50400,72
4,5,873,753,50400,72
4,5,874,754,50400,72
4,5,875,755,50400,72
4,5,876,756,50400,72
4,5,877,757,50400,72
4,5,878,758,50400,72
4,5,879,759,50400,72
4,5,880,760,50400,72
4,5,881,761,50400,72
4,5,882,762,50400,72
4,5,883,763,50400,72
4,5,884,764,50400,72
4,5,885,765,50400,72
4,5,886,766,50400,72
4,5,887,767,50400,72
4,5,888,768,50400,72
4,5,889,769,50400,72
4,5,890,770,50400,72
4,5,891,771,50400,72
4,5,892,772,50400,72
4,5,893,773,50400,72
4,5,894,774,50400,72
4,5,895,775,50400,72
4,5,896,776,50400,72
4,5,897,777,50400,72
4,5,898,778,50400,72
4,5,899,779,50400,72
4,5,900,780,50400,72
4,5,901,781,50400,72
4,5,902,782,50400,72
4,5,903,783,50400,72
4,5,904,784,50400,72
4,5,905,785,50400,72
4,5,906,786,50400,72
4,5,907,787,50400,72
4,5,908,788,50400,72
4,5,909,789,50400,72
4,5,910,790,50400,72
4,5,911,791,50400,72
4,5,912,792,50400,72
4,5,913,793,50400,72
4,5,914,794,50400,72
5,1,865,745,12240,36
5,1,866,746,12240,36
5,1,867,747,12240,36
5,1,868,748,12240,36
5,1,869,749,12240,36
5,1,870,750,12240,36
5,1,871,751,12240,36
5,1,872,752,12240,36
5,1,873,753,12240,36
